,recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion
19524,1,"479,03",0,1,Surburban,1,Phone,No Offer,0
19525,5,"1174,64",0,1,Urban,1,Multichannel,No Offer,0
19526,7,"39,41",0,1,Urban,1,Phone,No Offer,0
19527,3,"241,89",1,0,Urban,0,Web,Buy One Get One,0
19528,5,"31,94",0,1,Surburban,1,Phone,Buy One Get One,0
19529,5,"84,69",1,0,Rural,1,Phone,Buy One Get One,0
19530,6,"36,6",0,1,Surburban,1,Web,Buy One Get One,0
19531,12,"92,55",0,1,Urban,1,Web,Buy One Get One,0
19532,2,"29,99",1,0,Rural,1,Phone,Buy One Get One,0
19533,3,"112,6",1,0,Urban,0,Phone,Buy One Get One,0
19534,11,"298,59",0,1,Surburban,1,Web,Discount,0
19535,9,"139,48",1,0,Urban,0,Web,Buy One Get One,0
19536,3,"351,59",0,1,Surburban,1,Multichannel,No Offer,0
19537,4,"181,26",0,1,Surburban,1,Phone,Discount,0
19538,2,"555,91",1,0,Surburban,1,Web,Buy One Get One,0
19539,4,"140,43",1,0,Urban,0,Web,Buy One Get One,0
19540,7,"447,84",1,0,Urban,0,Phone,Discount,0
19541,9,"469,56",0,1,Surburban,0,Phone,Buy One Get One,1
19542,6,"583,98",0,1,Surburban,1,Web,Buy One Get One,0
19543,11,"36,27",1,0,Urban,1,Web,Buy One Get One,0
19544,9,"72,28",0,1,Urban,0,Web,Buy One Get One,0
19545,2,"492,86",0,1,Surburban,0,Multichannel,Discount,0
19546,1,"1367,01",1,1,Surburban,1,Web,Discount,0
19547,9,"143,13",1,0,Urban,1,Phone,Discount,0
19548,2,"29,99",1,0,Surburban,0,Web,No Offer,0
19549,1,"1197,5",1,0,Surburban,1,Web,Buy One Get One,0
19550,2,"294,94",1,0,Surburban,1,Web,No Offer,0
19551,10,"61,55",0,1,Rural,1,Web,Buy One Get One,0
19552,12,"30,26",1,0,Surburban,0,Web,Buy One Get One,0
19553,7,"200,53",0,1,Rural,0,Web,Discount,1
19554,8,"220,72",0,1,Urban,1,Multichannel,Discount,0
19555,6,"140,96",1,0,Surburban,0,Web,Buy One Get One,0
19556,6,"29,99",1,0,Surburban,0,Phone,No Offer,0
19557,3,"141,78",0,1,Rural,0,Web,No Offer,1
19558,1,"82,66",1,0,Urban,0,Web,Buy One Get One,0
19559,9,"204,54",1,0,Urban,0,Web,Buy One Get One,0
19560,1,"1726,14",1,1,Surburban,1,Web,Buy One Get One,1
19561,3,"185,61",1,0,Surburban,1,Web,No Offer,0
19562,6,"104,27",0,1,Rural,0,Web,Discount,0
19563,9,"633,16",1,1,Urban,1,Multichannel,Buy One Get One,1
19564,4,"29,99",0,1,Surburban,0,Phone,Buy One Get One,0
19565,5,"29,99",0,1,Urban,1,Phone,No Offer,0
19566,10,"61,54",0,1,Urban,1,Phone,Discount,0
19567,1,"29,99",0,1,Urban,0,Web,Buy One Get One,1
19568,1,"82,46",0,1,Surburban,0,Phone,No Offer,0
19569,2,"1514,28",1,1,Surburban,1,Phone,No Offer,1
19570,12,"911,23",0,1,Rural,1,Web,Discount,0
19571,1,"29,99",1,0,Surburban,1,Web,No Offer,0
19572,6,"320,35",1,0,Surburban,0,Phone,Buy One Get One,0
19573,9,"112,05",1,0,Urban,0,Phone,Buy One Get One,0
19574,5,"661,78",1,1,Urban,1,Multichannel,Buy One Get One,0
19575,2,"29,99",0,1,Urban,1,Phone,Buy One Get One,0
19576,5,"131,66",0,1,Surburban,0,Web,No Offer,0
19577,11,"415,93",1,0,Surburban,0,Multichannel,No Offer,0
19578,11,"166,63",0,1,Surburban,1,Web,Buy One Get One,0
19579,5,"606,1",1,1,Surburban,1,Web,Discount,1
19580,1,"317,71",0,1,Surburban,1,Web,Buy One Get One,0
19581,8,"568,65",1,0,Rural,1,Web,Buy One Get One,0
19582,9,"29,99",0,1,Urban,1,Phone,Buy One Get One,0
19583,7,"97,68",0,1,Surburban,1,Web,Discount,0
19584,11,"93,38",0,1,Urban,0,Web,Buy One Get One,0
19585,10,"91,54",0,1,Urban,0,Web,Discount,0
19586,5,"29,99",0,1,Surburban,0,Web,Buy One Get One,0
19587,1,"1728,75",0,1,Surburban,1,Web,Discount,0
19588,2,"600,39",0,1,Urban,1,Phone,No Offer,0
19589,7,"124,76",1,0,Surburban,0,Phone,Discount,0
19590,3,"29,99",0,1,Urban,1,Phone,Buy One Get One,0
19591,1,"141,03",0,1,Urban,0,Phone,Discount,0
19592,6,"82,93",0,1,Rural,1,Phone,Buy One Get One,0
19593,3,"220,45",1,0,Surburban,0,Phone,Discount,1
19594,4,"157,69",0,1,Surburban,1,Phone,Discount,0
19595,11,"58,76",1,0,Surburban,0,Web,Discount,0
19596,6,"347,02",0,1,Surburban,0,Multichannel,Discount,1
19597,5,"557,27",1,0,Surburban,1,Phone,No Offer,0
19598,6,"486,88",1,0,Rural,0,Multichannel,Buy One Get One,1
19599,4,"1321,26",1,0,Surburban,1,Multichannel,Discount,1
19600,1,"923,33",0,1,Surburban,1,Phone,Buy One Get One,0
19601,4,"56,78",1,0,Urban,1,Web,Buy One Get One,0
19602,1,"101,22",1,0,Urban,1,Web,No Offer,0
19603,4,"58,56",0,1,Urban,0,Web,Buy One Get One,0
19604,3,"329,62",0,1,Urban,1,Multichannel,No Offer,0
19605,10,"544,48",0,1,Surburban,1,Multichannel,No Offer,0
19606,7,"190,68",0,1,Surburban,0,Phone,Buy One Get One,0
19607,8,"159,02",1,0,Surburban,0,Phone,Buy One Get One,0
19608,12,"890,77",1,1,Surburban,1,Multichannel,Buy One Get One,1
19609,2,"69,92",0,1,Surburban,0,Phone,Discount,0
19610,12,"272,88",0,1,Rural,1,Multichannel,No Offer,0
19611,5,"181,89",0,1,Surburban,0,Web,No Offer,1
19612,9,"142,07",1,0,Surburban,1,Web,Discount,0
19613,2,"890,27",1,0,Surburban,1,Phone,No Offer,0
19614,3,"300,56",1,0,Surburban,0,Multichannel,No Offer,0
19615,7,"305,82",1,1,Urban,1,Phone,No Offer,0
19616,10,"165,71",0,1,Surburban,0,Phone,Discount,0
19617,1,"313,51",0,1,Surburban,0,Phone,Discount,0
19618,5,"160,07",0,1,Rural,1,Phone,No Offer,0
19619,2,"837,31",0,1,Surburban,1,Phone,No Offer,1
19620,10,"1148,64",1,1,Surburban,1,Multichannel,Buy One Get One,0
19621,11,"59,57",0,1,Surburban,0,Phone,Discount,1
19622,9,"293,17",1,1,Surburban,0,Multichannel,Discount,0
19623,7,"58,15",0,1,Urban,1,Web,Buy One Get One,0
19624,6,"362,66",1,0,Urban,0,Web,Discount,0
19625,9,"120,58",1,0,Urban,0,Web,Discount,0
19626,3,"352,43",1,0,Surburban,1,Multichannel,Buy One Get One,0
19627,6,"29,99",0,1,Urban,1,Phone,No Offer,0
19628,3,"33,85",0,1,Surburban,0,Web,No Offer,0
19629,6,"240,21",1,0,Urban,1,Web,Buy One Get One,0
19630,3,"153,85",0,1,Rural,1,Phone,Buy One Get One,0
19631,10,"32,28",0,1,Surburban,0,Phone,No Offer,0
19632,9,"326,04",1,0,Surburban,0,Phone,Discount,0
19633,1,"241,91",0,1,Surburban,1,Multichannel,Discount,0
19634,3,"262,82",1,0,Urban,0,Phone,Buy One Get One,1
19635,9,"86,02",0,1,Surburban,1,Phone,No Offer,0
19636,3,"29,99",1,0,Surburban,0,Phone,Discount,0
19637,10,"185,89",1,0,Rural,0,Web,No Offer,0
19638,9,"463,52",1,1,Urban,1,Multichannel,No Offer,0
19639,11,"84,47",1,0,Surburban,0,Phone,No Offer,0
19640,9,"211,32",0,1,Rural,1,Phone,No Offer,0
19641,1,"170,15",0,1,Urban,1,Phone,No Offer,0
19642,1,"701,96",1,0,Rural,1,Phone,Discount,0
19643,1,"1497,78",0,1,Urban,1,Web,Buy One Get One,1
19644,2,"127,37",0,1,Urban,0,Phone,No Offer,0
19645,3,"564,53",0,1,Surburban,1,Web,Buy One Get One,0
19646,5,"29,99",1,0,Rural,1,Phone,Discount,0
19647,8,"29,99",0,1,Urban,1,Web,No Offer,0
19648,4,"104,44",1,0,Surburban,0,Phone,Discount,0
19649,5,"29,99",1,0,Surburban,1,Web,Buy One Get One,0
19650,10,"30,85",1,0,Surburban,0,Web,Discount,0
19651,4,"116,88",0,1,Urban,1,Web,Discount,0
19652,9,"166,84",0,1,Surburban,1,Phone,Buy One Get One,0
19653,1,"327,71",1,0,Urban,0,Phone,Buy One Get One,1
19654,11,"520,54",1,0,Surburban,1,Web,Discount,0
19655,3,"135,49",1,0,Urban,1,Phone,Buy One Get One,1
19656,1,"863,55",0,1,Surburban,1,Phone,No Offer,0
19657,4,"163,43",0,1,Urban,1,Web,Discount,0
19658,9,"191,24",0,1,Urban,1,Phone,Buy One Get One,0
19659,1,"188,08",1,0,Urban,1,Phone,Buy One Get One,0
19660,2,"70,44",1,0,Rural,1,Web,No Offer,0
19661,10,"29,99",0,1,Surburban,0,Phone,Buy One Get One,0
19662,10,"169,92",0,1,Surburban,1,Phone,No Offer,0
19663,5,"113,45",0,1,Surburban,0,Web,Discount,0
19664,6,"485,18",0,1,Urban,0,Web,Buy One Get One,0
19665,6,"65,9",1,0,Urban,0,Web,No Offer,0
19666,2,"68,34",0,1,Rural,1,Web,Buy One Get One,0
19667,10,"251,19",0,1,Surburban,1,Multichannel,Buy One Get One,0
19668,1,"160,7",0,1,Surburban,0,Phone,Discount,0
19669,2,"878,75",1,1,Urban,1,Web,Discount,0
19670,10,"44,06",1,0,Surburban,1,Web,No Offer,0
19671,5,"389,76",1,1,Surburban,0,Multichannel,Buy One Get One,1
19672,4,"593,73",1,0,Urban,1,Web,Buy One Get One,0
19673,4,"217,41",1,1,Rural,1,Phone,Discount,1
19674,1,"751,8",1,1,Rural,1,Multichannel,No Offer,0
19675,5,"614,54",1,1,Urban,1,Phone,Buy One Get One,0
19676,9,"411,46",0,1,Surburban,0,Web,No Offer,0
19677,7,"29,99",0,1,Urban,0,Web,Buy One Get One,0
19678,3,"240,37",0,1,Urban,0,Web,No Offer,0
19679,1,"29,99",1,0,Surburban,0,Phone,Discount,0
19680,4,"78,09",1,0,Rural,1,Web,No Offer,0
19681,2,"54,74",0,1,Urban,0,Phone,Buy One Get One,0
19682,2,"115,75",0,1,Urban,1,Web,Discount,0
19683,9,"165,75",1,0,Surburban,1,Web,No Offer,0
19684,11,"98,11",0,1,Surburban,1,Phone,Discount,0
19685,2,"382,9",0,1,Rural,0,Phone,Discount,0
19686,6,"209,88",0,1,Urban,0,Phone,No Offer,0
19687,11,"43,78",1,0,Urban,1,Phone,Discount,0
19688,2,"29,99",0,1,Surburban,1,Web,Discount,1
19689,2,"449,29",1,0,Surburban,0,Phone,Buy One Get One,0
19690,9,"187,99",1,0,Surburban,0,Phone,Buy One Get One,0
19691,2,"63,71",1,0,Surburban,0,Web,No Offer,0
19692,4,"268,16",1,1,Surburban,0,Web,Buy One Get One,0
19693,2,"121,87",1,0,Surburban,1,Phone,Discount,1
19694,12,"128,73",1,0,Surburban,1,Phone,Discount,0
19695,4,"46,1",1,0,Surburban,0,Phone,Discount,0
19696,2,"29,99",0,1,Urban,1,Phone,No Offer,0
19697,6,"52,04",0,1,Surburban,1,Web,Discount,0
19698,5,"480,68",1,0,Urban,0,Web,No Offer,1
19699,10,"212,14",1,1,Surburban,0,Phone,Discount,1
19700,6,"185,68",1,0,Surburban,0,Phone,Buy One Get One,1
19701,11,"67,93",0,1,Surburban,1,Web,Buy One Get One,0
19702,10,"238,7",0,1,Surburban,1,Web,Discount,0
19703,5,"29,99",1,0,Urban,1,Web,Discount,0
19704,5,"281,53",1,0,Rural,0,Multichannel,Buy One Get One,0
19705,10,"29,99",0,1,Rural,1,Phone,No Offer,0
19706,9,"223,68",1,1,Surburban,1,Multichannel,Buy One Get One,0
19707,1,"290,42",0,1,Surburban,0,Web,No Offer,0
19708,7,"209,13",1,1,Surburban,0,Multichannel,Discount,1
19709,2,"1084,93",1,0,Surburban,1,Multichannel,Buy One Get One,0
19710,8,"627,74",1,1,Urban,1,Web,No Offer,1
19711,1,"88,36",0,1,Surburban,0,Web,Buy One Get One,1
19712,7,"271,59",1,0,Surburban,1,Multichannel,No Offer,0
19713,10,"122,79",0,1,Urban,0,Web,No Offer,0
19714,2,"78,98",1,0,Urban,1,Phone,No Offer,0
19715,9,"143,26",0,1,Urban,1,Phone,Buy One Get One,0
19716,9,"129,22",0,1,Urban,0,Web,Discount,0
19717,1,"602,19",0,1,Surburban,1,Multichannel,Buy One Get One,0
19718,10,"129,49",0,1,Surburban,0,Web,No Offer,0
19719,7,"420,79",1,1,Surburban,0,Multichannel,Buy One Get One,0
19720,9,"375,54",1,0,Urban,0,Phone,Buy One Get One,0
19721,6,"29,99",1,0,Rural,0,Web,No Offer,0
19722,2,"592,25",0,1,Urban,1,Web,Discount,0
19723,1,"73,29",1,0,Surburban,0,Phone,Buy One Get One,0
19724,9,"148,96",0,1,Urban,1,Web,No Offer,0
19725,1,"413,43",1,1,Urban,0,Web,No Offer,0
19726,5,"34,8",1,0,Urban,1,Phone,No Offer,0
19727,1,"885,02",1,0,Surburban,1,Web,Buy One Get One,0
19728,10,"312,11",1,0,Urban,0,Web,No Offer,0
19729,5,"153,75",1,0,Urban,0,Phone,Discount,1
19730,12,"125,11",0,1,Surburban,1,Web,No Offer,0
19731,9,"193,19",0,1,Rural,1,Web,Buy One Get One,0
19732,4,"60,19",0,1,Surburban,0,Phone,No Offer,0
19733,12,"176,58",1,0,Surburban,0,Phone,No Offer,0
19734,4,"220,9",0,1,Surburban,0,Web,Discount,0
19735,9,"29,99",0,1,Urban,0,Phone,No Offer,0
19736,7,"349,22",1,0,Urban,0,Multichannel,No Offer,0
19737,7,"67,55",1,0,Surburban,1,Phone,Buy One Get One,0
19738,1,"445,83",0,1,Surburban,0,Multichannel,Discount,1
19739,9,"29,99",0,1,Surburban,1,Web,No Offer,0
19740,1,"300,82",1,0,Urban,1,Multichannel,No Offer,0
19741,5,"337,18",1,0,Surburban,1,Web,Discount,0
19742,6,"306,6",1,0,Urban,0,Phone,Discount,1
19743,6,"29,99",1,0,Surburban,0,Phone,No Offer,1
19744,5,"349,59",1,1,Surburban,0,Phone,Discount,1
19745,6,"177,18",0,1,Surburban,0,Phone,No Offer,1
19746,2,"160,52",1,0,Urban,0,Web,Buy One Get One,0
19747,6,"92,6",0,1,Urban,0,Phone,Discount,1
19748,2,"82,45",0,1,Surburban,0,Web,Buy One Get One,0
19749,1,"468,64",1,1,Urban,0,Multichannel,No Offer,1
19750,2,"558,86",1,0,Surburban,1,Phone,Buy One Get One,0
19751,7,"29,99",0,1,Urban,0,Web,Discount,0
19752,9,"81,15",0,1,Urban,0,Web,Discount,0
19753,11,"273,75",1,1,Urban,1,Multichannel,Discount,0
19754,10,"111,03",0,1,Urban,1,Phone,Buy One Get One,0
19755,10,"29,99",1,0,Surburban,1,Phone,Discount,0
19756,9,"70,73",1,0,Surburban,1,Phone,No Offer,0
19757,5,"315,89",1,0,Rural,0,Web,No Offer,0
19758,1,"117,65",1,0,Urban,0,Web,Discount,1
19759,4,"289,95",1,1,Urban,1,Phone,Buy One Get One,1
19760,9,"143,84",1,0,Surburban,0,Phone,Discount,0
19761,8,"205,89",1,0,Urban,0,Multichannel,No Offer,1
19762,1,"270,03",1,1,Urban,0,Web,Discount,1
19763,4,"59,98",0,1,Surburban,0,Web,Buy One Get One,1
19764,9,"53,75",1,0,Surburban,0,Phone,No Offer,0
19765,10,"192,41",1,0,Surburban,0,Web,Buy One Get One,0
19766,6,"29,99",0,1,Urban,1,Web,Buy One Get One,0
19767,3,"329,13",0,1,Surburban,1,Phone,Discount,0
19768,3,"136,14",1,0,Surburban,0,Web,Buy One Get One,0
19769,6,"430,65",1,1,Urban,0,Multichannel,Discount,1
19770,1,"681,87",1,1,Surburban,1,Multichannel,Buy One Get One,0
19771,1,"29,99",1,0,Surburban,0,Phone,No Offer,1
19772,1,"233,04",1,1,Surburban,0,Phone,Discount,1
19773,10,"29,99",0,1,Urban,0,Phone,Discount,0
19774,11,"205,69",1,0,Rural,0,Web,No Offer,0
19775,10,"260,91",1,0,Rural,0,Phone,Discount,0
19776,6,"47,45",0,1,Surburban,1,Web,Buy One Get One,1
19777,3,"521,55",1,0,Urban,1,Multichannel,Buy One Get One,0
19778,7,"275,39",0,1,Surburban,1,Web,Discount,0
19779,10,"29,99",1,0,Urban,0,Phone,No Offer,0
19780,2,"1051,16",1,0,Urban,1,Web,Buy One Get One,0
19781,11,"98,75",0,1,Surburban,1,Web,Buy One Get One,0
19782,4,"29,99",0,1,Surburban,0,Web,Discount,0
19783,2,"294,29",1,0,Rural,0,Phone,Buy One Get One,0
19784,3,"335,19",1,0,Surburban,1,Multichannel,Buy One Get One,0
19785,10,"29,99",0,1,Urban,0,Phone,Discount,0
19786,1,"44,0",1,0,Surburban,0,Web,No Offer,1
19787,12,"178,0",1,0,Surburban,0,Phone,Buy One Get One,0
19788,1,"371,81",1,1,Rural,1,Multichannel,No Offer,1
19789,4,"29,99",0,1,Surburban,0,Web,Discount,0
19790,10,"29,99",0,1,Rural,1,Phone,Buy One Get One,0
19791,10,"178,41",1,0,Surburban,1,Phone,Discount,0
19792,6,"110,77",1,0,Surburban,0,Web,No Offer,0
19793,9,"141,24",0,1,Surburban,1,Phone,Discount,0
19794,6,"46,53",1,0,Surburban,1,Phone,Buy One Get One,0
19795,1,"141,1",0,1,Urban,0,Phone,Buy One Get One,0
19796,1,"449,14",1,0,Rural,0,Phone,Discount,0
19797,3,"133,95",0,1,Surburban,0,Phone,Buy One Get One,0
19798,10,"378,47",1,0,Urban,0,Phone,No Offer,0
19799,3,"82,61",0,1,Urban,0,Phone,Discount,1
19800,9,"32,66",0,1,Rural,0,Phone,No Offer,0
19801,1,"97,42",0,1,Urban,0,Web,No Offer,0
19802,4,"161,32",0,1,Surburban,1,Web,No Offer,0
19803,2,"1264,26",1,0,Rural,1,Phone,Buy One Get One,0
19804,4,"30,15",1,0,Surburban,0,Web,Buy One Get One,0
19805,6,"29,99",1,0,Urban,1,Web,No Offer,0
19806,10,"30,13",1,0,Urban,1,Phone,Discount,1
19807,10,"29,99",1,0,Rural,1,Phone,No Offer,0
19808,9,"173,32",1,0,Rural,0,Phone,No Offer,0
19809,10,"59,62",0,1,Surburban,1,Web,No Offer,0
19810,12,"29,99",1,0,Surburban,0,Phone,Buy One Get One,0
19811,7,"59,84",1,0,Surburban,0,Web,Buy One Get One,0
19812,6,"29,99",0,1,Rural,1,Web,No Offer,0
19813,5,"154,04",0,1,Surburban,1,Web,Buy One Get One,0
19814,10,"113,99",0,1,Urban,0,Phone,Buy One Get One,0
19815,9,"37,75",0,1,Surburban,1,Phone,Buy One Get One,0
19816,1,"185,74",0,1,Urban,0,Web,Buy One Get One,0
19817,1,"235,14",1,0,Surburban,0,Web,No Offer,1
19818,7,"257,45",1,1,Surburban,1,Web,Buy One Get One,1
19819,3,"543,89",1,1,Urban,1,Phone,No Offer,0
19820,7,"74,63",0,1,Surburban,0,Phone,Buy One Get One,0
19821,10,"108,84",1,0,Surburban,1,Phone,Discount,0
19822,10,"389,78",1,0,Urban,0,Web,Buy One Get One,0
19823,10,"29,99",1,0,Surburban,0,Phone,Buy One Get One,0
19824,2,"499,92",0,1,Rural,1,Phone,Buy One Get One,1
19825,8,"59,74",1,0,Rural,1,Phone,Discount,0
19826,10,"49,75",0,1,Surburban,1,Phone,No Offer,0
19827,9,"168,61",0,1,Surburban,1,Web,Discount,0
19828,9,"103,55",1,0,Rural,0,Phone,Buy One Get One,0
19829,6,"436,66",0,1,Rural,0,Multichannel,Discount,1
19830,6,"147,81",0,1,Surburban,0,Web,No Offer,0
19831,4,"455,55",1,1,Surburban,0,Phone,Discount,0
19832,5,"134,5",1,0,Surburban,1,Web,Buy One Get One,0
19833,1,"490,36",1,0,Rural,0,Multichannel,Discount,0
19834,10,"31,8",0,1,Surburban,0,Web,Buy One Get One,0
19835,8,"140,42",1,0,Rural,1,Phone,Discount,0
19836,11,"134,13",1,0,Surburban,0,Web,No Offer,0
19837,7,"126,36",1,0,Surburban,1,Web,Buy One Get One,0
19838,1,"425,94",1,0,Surburban,0,Multichannel,Buy One Get One,0
19839,12,"53,75",0,1,Surburban,1,Phone,Discount,0
19840,1,"190,36",1,0,Surburban,0,Phone,No Offer,0
19841,2,"309,67",1,0,Surburban,0,Web,Buy One Get One,0
19842,2,"29,99",0,1,Urban,0,Web,Buy One Get One,1
19843,8,"45,26",1,0,Urban,1,Web,No Offer,0
19844,9,"542,23",1,0,Rural,1,Web,Buy One Get One,1
19845,7,"269,28",1,1,Urban,0,Phone,No Offer,0
19846,3,"102,51",1,0,Rural,1,Phone,No Offer,0
19847,1,"80,03",0,1,Urban,0,Phone,Buy One Get One,0
19848,2,"368,83",1,1,Surburban,0,Phone,Buy One Get One,0
19849,12,"63,45",1,0,Urban,1,Phone,Discount,1
19850,2,"484,54",1,0,Rural,0,Web,Buy One Get One,0
19851,7,"44,8",0,1,Urban,0,Web,Discount,0
19852,2,"241,75",1,0,Urban,0,Web,Buy One Get One,0
19853,9,"35,76",0,1,Urban,1,Web,Discount,0
19854,10,"103,51",0,1,Urban,1,Phone,No Offer,0
19855,4,"60,94",1,0,Urban,0,Web,Buy One Get One,0
19856,3,"39,27",0,1,Urban,0,Phone,Discount,0
19857,4,"29,99",0,1,Urban,1,Phone,No Offer,0
19858,2,"683,17",1,1,Surburban,1,Multichannel,No Offer,0
19859,1,"154,7",0,1,Urban,0,Web,Discount,1
19860,1,"240,49",1,0,Rural,0,Web,Discount,0
19861,8,"29,99",1,0,Surburban,1,Web,Buy One Get One,0
19862,10,"141,42",0,1,Rural,1,Phone,Discount,0
19863,12,"185,0",0,1,Rural,1,Phone,No Offer,0
19864,6,"53,8",0,1,Surburban,0,Web,No Offer,0
19865,1,"196,23",0,1,Urban,1,Web,Discount,0
19866,4,"29,99",0,1,Surburban,0,Phone,No Offer,0
19867,11,"29,99",0,1,Surburban,1,Web,Discount,0
19868,2,"173,91",0,1,Surburban,1,Phone,Discount,0
19869,2,"209,75",0,1,Surburban,1,Multichannel,Buy One Get One,1
19870,4,"238,71",0,1,Rural,0,Web,No Offer,1
19871,6,"82,44",1,0,Urban,0,Phone,No Offer,0
19872,5,"335,02",1,0,Surburban,0,Phone,No Offer,0
19873,9,"65,83",1,0,Rural,0,Web,Discount,0
19874,7,"131,65",1,0,Surburban,0,Phone,Discount,0
19875,7,"289,01",1,0,Surburban,0,Web,Buy One Get One,0
19876,6,"111,74",0,1,Urban,1,Web,No Offer,0
19877,6,"29,99",0,1,Urban,0,Web,Discount,0
19878,11,"86,06",1,0,Surburban,1,Web,Buy One Get One,0
19879,7,"44,34",1,0,Urban,1,Web,Buy One Get One,1
19880,1,"29,99",1,0,Urban,1,Phone,Buy One Get One,0
19881,6,"550,07",1,1,Rural,1,Multichannel,Buy One Get One,0
19882,3,"282,99",1,1,Surburban,0,Web,Discount,0
19883,1,"74,21",1,0,Surburban,0,Phone,Discount,1
19884,10,"503,89",1,0,Rural,1,Multichannel,Discount,0
19885,2,"29,99",0,1,Urban,0,Web,Buy One Get One,1
19886,10,"178,63",0,1,Rural,0,Phone,No Offer,0
19887,3,"239,39",0,1,Urban,0,Phone,No Offer,0
19888,9,"29,99",1,0,Urban,1,Web,No Offer,0
19889,8,"401,25",0,1,Surburban,0,Multichannel,No Offer,0
19890,6,"230,64",1,1,Surburban,0,Web,Buy One Get One,0
19891,9,"60,04",0,1,Surburban,1,Web,Buy One Get One,0
19892,11,"166,75",0,1,Surburban,1,Phone,Discount,1
19893,8,"539,55",1,0,Surburban,1,Multichannel,Discount,0
19894,3,"239,9",0,1,Surburban,0,Multichannel,No Offer,0
19895,10,"104,75",0,1,Surburban,1,Web,Discount,0
19896,5,"29,99",1,0,Rural,0,Web,No Offer,0
19897,4,"561,79",0,1,Rural,1,Phone,No Offer,0
19898,6,"255,32",1,0,Urban,0,Phone,No Offer,0
19899,3,"179,96",1,0,Urban,1,Web,Buy One Get One,1
19900,3,"88,5",0,1,Rural,0,Phone,Discount,0
19901,9,"301,26",1,1,Surburban,0,Phone,No Offer,1
19902,12,"112,06",1,0,Surburban,0,Phone,No Offer,0
19903,6,"29,99",0,1,Rural,0,Web,Discount,0
19904,4,"207,52",1,1,Surburban,0,Multichannel,No Offer,1
19905,7,"51,37",0,1,Rural,0,Web,Buy One Get One,0
19906,8,"29,99",1,0,Urban,1,Web,Discount,0
19907,8,"76,38",0,1,Surburban,1,Web,Buy One Get One,0
19908,3,"189,93",1,0,Urban,1,Phone,Buy One Get One,0
19909,4,"85,82",1,0,Urban,1,Phone,Discount,0
19910,1,"166,88",0,1,Urban,1,Web,No Offer,0
19911,11,"63,58",0,1,Urban,1,Web,Discount,0
19912,1,"1113,09",0,1,Urban,1,Multichannel,Discount,1
19913,11,"68,04",0,1,Rural,0,Web,Discount,0
19914,2,"343,09",1,0,Surburban,0,Multichannel,No Offer,0
19915,1,"340,07",1,0,Surburban,0,Web,No Offer,1
19916,8,"409,39",0,1,Surburban,0,Multichannel,Buy One Get One,0
19917,5,"100,4",1,0,Urban,1,Phone,No Offer,0
19918,8,"79,2",0,1,Surburban,0,Phone,Discount,0
19919,3,"75,91",0,1,Urban,1,Web,No Offer,0
19920,3,"72,63",1,0,Surburban,1,Phone,Discount,0
19921,10,"393,85",1,0,Surburban,0,Web,Buy One Get One,1
19922,6,"71,22",1,0,Urban,1,Phone,Discount,1
19923,3,"309,25",0,1,Urban,0,Phone,No Offer,0
19924,2,"182,91",0,1,Rural,0,Phone,Buy One Get One,1
19925,2,"582,91",1,0,Surburban,1,Web,Discount,0
19926,2,"1017,65",1,0,Surburban,1,Phone,Discount,0
19927,8,"109,4",1,0,Urban,0,Phone,Discount,1
19928,2,"641,39",1,1,Urban,1,Web,Buy One Get One,1
19929,10,"56,49",0,1,Urban,0,Web,No Offer,0
19930,10,"176,74",0,1,Surburban,0,Phone,No Offer,0
19931,1,"833,1",1,1,Urban,1,Phone,Discount,1
19932,4,"65,83",1,0,Urban,0,Web,No Offer,0
19933,6,"88,71",0,1,Urban,0,Phone,Buy One Get One,0
19934,5,"84,03",1,0,Urban,1,Phone,Discount,0
19935,3,"29,99",0,1,Surburban,1,Phone,No Offer,0
19936,2,"154,43",1,0,Rural,1,Phone,No Offer,0
19937,1,"155,93",1,0,Surburban,0,Phone,Discount,1
19938,9,"64,87",0,1,Urban,0,Web,Buy One Get One,0
19939,10,"243,59",0,1,Rural,0,Web,No Offer,1
19940,7,"168,58",0,1,Urban,0,Web,Discount,0
19941,4,"780,55",1,1,Surburban,1,Multichannel,Discount,0
19942,8,"80,55",0,1,Surburban,0,Phone,Discount,0
19943,5,"358,77",1,0,Surburban,0,Multichannel,Buy One Get One,0
19944,2,"736,57",1,1,Surburban,1,Phone,Discount,0
19945,9,"88,65",0,1,Rural,0,Web,Buy One Get One,0
19946,2,"1025,38",1,1,Surburban,1,Phone,Discount,0
19947,4,"403,18",0,1,Surburban,1,Multichannel,No Offer,0
19948,1,"175,04",1,0,Rural,0,Web,No Offer,0
19949,7,"342,42",0,1,Urban,0,Web,No Offer,0
19950,10,"194,32",0,1,Urban,1,Phone,No Offer,0
19951,1,"500,08",1,1,Urban,1,Phone,No Offer,0
19952,12,"95,53",0,1,Surburban,1,Phone,Buy One Get One,0
19953,1,"287,67",1,1,Surburban,0,Web,Buy One Get One,1
19954,7,"288,81",1,0,Rural,1,Phone,Buy One Get One,0
19955,5,"140,5",0,1,Surburban,0,Phone,Buy One Get One,0
19956,5,"672,56",1,1,Urban,1,Phone,No Offer,1
19957,11,"106,79",1,0,Surburban,1,Web,Discount,0
